,Canal_id,year,Canal_name,Sample_water_point,TEMP. (oC),  pH,DO (mg/l),H2S (mg/l),BOD (mg/l),COD (mg/l),SS (mg/l),TKN (mg/l),NH3N (mg/l),NO2 (mg/l),NO3 (mg/l),T-P (mg/l),T.Coliform (col/100ml),Sample_water_point (EN),Canal_name (EN)
550,1352,2562,คลองบ้านหลาย,ซ.พึ่งมี 50 พึ่งมีแมนชั่น,29.17,7.30,0.00,0.40,22.92,74.33,11.75,15.16,8.45,0.01,1.76,1.45,3.53E+14,Soi Phuengmee 50 Phuengmee Mansion,Khlong Ban Lai
551,1361,2562,คลองเคล็ด,ถ.อ่อนนุช,29.17,7.34,0.69,1.06,20.67,68.83,14.58,14.37,9.02,0.05,1.88,1.34,3.25E+14,On Nut Rd.,Klong Kled
552,1362,2562,คลองเคล็ด,ถ.อุดมสุข ,29.17,7.33,0.51,0.51,17.67,67.42,37.83,10.16,6.63,0.05,1.73,1.39,2.13E+14,Udomsuk Rd. ,Klong Kled
553,1371,2562,คลองขวาง,ถ.เจริญกรุง 72,29.00,7.10,0.89,0.06,19.25,71.08,18.33,11.23,7.55,0.14,1.93,1.15,5.34E+15,Charoen Krung Road 72,Khlong Khwang
554,1381,2562,คลองสวนหลวง ,ปตร.สวนหลวง ถ.เจริญกรุง 76,28.92,7.08,1.03,0.06,17.33,67.75,13.00,12.08,6.29,0.19,2.14,1.22,5.36E+15,"Suan Luang Police Station, Charoen Krung Road 76",Suan Luang Canal 
555,1391,2562,คลองบางคอแหลม,ถ.พระราม 3 ตรงข้าม ธ.กสิกรไทย,28.92,7.02,1.86,0.20,11.92,69.58,20.75,6.40,2.68,0.31,1.99,0.76,3.12E+15,"Rama 3 Rd., opposite Kasikorn Bank",Khlong Bang Kho Laem
556,1401,2562,คลองวัดจันทร์,ถ.พระราม 3 หน้า สนง.เขตบางคอแหลม,28.92,7.07,3.16,0.00,6.83,55.08,34.50,3.09,0.96,0.36,1.99,0.51,2.39E+09,"Rama 3 Road, in front of Bang Kho Laem District Office",Khlong Wat Chan
557,1411,2562,คลองบางโคล่น้อย,ถ.พระราม 3 โฮมโปร,28.92,7.08,2.87,0.21,9.25,60.50,33.67,6.08,2.23,0.38,2.35,0.68,3.79E+09,Rama 3 Rd. HomePro,Khlong Bang Khlo Noi
558,1412,2562,คลองบางโคล่น้อย,ถ.เจริญราษฎร์,28.92,7.11,3.07,0.01,5.92,58.42,26.08,3.73,1.73,0.36,2.09,0.58,1.08E+10,Charoenrat Rd.,Khlong Bang Khlo Noi
559,1421,2562,คลองบางโคล่,ถ.พระราม 3 โรงแรมมณเฑียรริเวอร์ไซด์,28.92,7.17,2.78,0.01,8.50,60.58,24.08,3.59,1.68,0.37,2.31,1.14,9.66E+11,"Rama 3 Road, Montien Riverside Hotel",Khlong Bang Khlo
560,1431,2562,คลองวัดไทร,ถ.พระราม 3 วัดไกร,28.92,7.13,1.97,0.33,11.00,70.75,18.42,6.01,2.34,0.34,2.19,0.77,4.27E+11,"Rama 3 Rd., Wat Krai",Khlong Wat Sai
561,1441,2562,คลองวัดช่องนนทรี,ถ.พระราม 3 เข้าซอย 53,29.00,7.10,2.08,0.14,9.17,84.67,48.00,7.04,4.14,0.47,2.03,0.76,3.81E+10,"Rama 3 Rd., enter Soi 53.",Khlong Wat Chong Nonsi
562,1451,2562,คลองลำสาลี,ถ.กรุงเทพกรีฑา โรงเรียนลำสาลี,28.83,7.21,3.16,0.00,11.33,57.33,17.58,10.61,5.13,0.04,1.65,1.10,9.19E+07,Krungthep Kreetha Rd. Lamsalee School,Khlong Lam Sali
563,1452,2562,คลองลำสาลี,ถ.กรุงเทพกรีฑา ซอยประชาร่วมใจ,28.83,7.25,3.66,0.00,9.92,58.25,26.83,8.36,4.41,0.13,1.61,1.18,4.72E+07,Krungthep Kreetha Rd. Soi Pracha Ruamjai,Khlong Lam Sali
564,1461,2562,คลองวัดใหม่,ถ.พระราม 3 ธ.กรุงศรีอยุธยาฯ,29.00,7.09,3.11,0.00,7.17,79.00,39.42,5.88,3.17,0.48,2.36,0.61,1.06E+10,"Rama 3 Rd., Bank of Ayudhya",Khlong Wat Mai
565,1471,2562,คลองวัดปริวาส,ถ.พระราม 3,29.00,7.20,2.55,0.03,10.00,75.08,28.25,6.80,3.44,0.30,2.03,0.81,2.07E+09,Rama 3 Rd.,Khlong Wat Pariwat
566,1491,2562,คลองวัดดอกไม้,ถ.พระราม 3 วัดดอกไม้,29.00,7.12,2.68,0.01,6.50,63.17,20.25,5.00,2.27,0.34,2.13,0.89,5.33E+08,"Rama 3 Rd., Wat Dokmai",Khlong Wat Dokmai
567,1501,2562,คลองโรงน้ำมัน,ถ.พระราม 3 ข้างปั้มน้ำมันบางจาก,29.00,7.25,1.73,0.33,10.33,76.58,15.83,5.87,3.40,0.24,1.83,0.66,9.23E+10,"Rama 3 Rd., next to Bangchak gas station",Oil factory canal
568,1513,2562,คลองครุ,ถ.เสรีไทย 67,29.17,7.40,2.23,0.03,11.58,59.58,13.67,9.93,5.58,0.15,1.86,1.09,3.93E+09,Seri Thai Road 67,Khlong Khru
569,1531,2562,คลองเกร็ด,ถ.ปัญญา-เนเจอรัลปาร์ค,29.17,7.38,1.40,0.08,11.33,60.08,10.00,9.77,5.17,0.08,1.68,0.89,2.14E+10,Panya-Natural Park Rd.,Khlong Kret
570,1541,2562,คลองคอตัน,ถ.ปัญญา-เนเจอรัลปาร์ค,29.17,7.48,1.65,0.13,12.75,61.83,15.00,10.95,6.00,0.06,2.03,1.10,1.83E+09,Panya-Natural Park Rd.,Kho Tan Canal
571,1551,2562,คลองรหัส,ถ.เสรีไทย 57,29.17,7.41,1.90,0.03,14.08,58.42,13.92,13.10,7.50,0.00,1.76,1.63,9.29E+09,Seri Thai Road 57,Khlong Code
572,1561,2562,คลองลำต้นนุ่น,ถ.เสรีไทย 73,29.17,7.43,0.42,0.38,22.25,75.58,18.00,17.97,11.36,0.03,2.45,1.90,6.60E+10,Seri Thai Road 73,Khlong Thom Nun
573,1571,2562,คลองบ้านม้า,ถ.รามคำแหง สามแยกบ้านม้า,28.58,7.23,1.69,0.06,10.92,54.92,34.58,11.01,6.64,0.01,1.50,1.18,3.76E+09,"Ramkhamhaeng Road, Ban Ma Intersection",Khlong Ban Ma
574,1572,2562,คลองบ้านม้า,ถ.รามคำแหง (สุขาภิบาล 3) ,28.58,7.29,1.51,0.02,10.50,55.08,39.42,11.67,5.95,0.00,1.43,1.13,2.38E+11,Ramkhamhaeng Road (Sukapiban 3) ,Khlong Ban Ma
575,1591,2562,คลองสะพานสูง,ถ.รามคำแหง หมู่บ้านกรีนเบอร์วิลล์,28.58,7.28,0.54,0.10,16.08,65.17,41.17,12.65,6.83,0.00,1.70,1.47,2.94E+14,"Ramkhamhaeng Rd., Greenberville Village",Saphan Sung Canal
576,1611,2562,คลองทับช้างล่าง,ถ.กรุงเทพกรีฑา ซ.ภราดร,28.75,7.28,1.88,0.13,14.42,62.00,17.17,10.56,6.37,0.00,1.91,1.08,2.21E+14,"Krungthep Kreetha Rd., Soi Paradorn",Khlong Thap Chang Lang
577,1621,2562,คลองบัวคลี่,ถ.เลียบมอเตอร์เวย์ หน้าวัดลาดบัวขาว,28.67,7.32,3.57,0.00,8.75,56.50,19.00,8.63,5.07,0.08,1.53,1.10,2.04E+09,Road along the motorway In front of Lat Bua Khao Temple,Khlong Bua Khli
578,1631,2562,คลองหลอแหล,ถ.ราษฎร์พัฒนา ซ.มิสทิน,28.67,7.34,3.69,0.00,8.33,53.33,19.42,7.43,4.33,0.08,1.54,1.17,1.46E+08,"Rat Phatthana Rd., Soi Mistin",Khlong Lo Lae
579,1641,2562,คลองลำมะขาม,ถ.ฉลองกรุง,29.00,7.27,1.63,0.03,7.00,53.83,15.50,5.03,2.13,0.20,2.05,0.70,1.16E+08,Chalong Krung Rd.,Khlong Lam Makham
580,1651,2562,คลองมะนาว,ถนนรัชดาภิเษก พระราม 4,29.00,7.13,0.56,0.18,24.75,101.75,62.67,14.66,9.33,0.18,1.75,1.22,3.33E+14,"Ratchadaphisek Road, Rama 4",Khlong Manao
581,1661,2562,คลองมหาศร,เลียบคลองภาษีเจริญฝั่งเหนือ ซ.5,28.25,7.07,1.23,0.02,6.42,41.83,5.58,6.03,2.93,0.28,2.18,0.86,1.98E+10,"Along Phasi Charoen Canal, North Side, Soi 5",Khlong Mahasorn
582,1662,2562,คลองมหาศร,ถ.เพชรเกษม 112 รร.เทคโนโลยีหมู่บ้านครู,28.25,7.11,2.35,0.01,5.08,39.50,8.25,5.66,2.63,0.31,2.45,0.78,1.40E+08,Phetkasem Rd. 112 Kru Village Technology School,Khlong Mahasorn
583,1663,2562,คลองมหาศร,ถ.เพชรเกษม112สะพาน3แยกไปทวีวัฒนา,28.25,7.16,2.52,0.02,6.00,44.83,9.75,5.75,2.89,0.24,2.74,0.88,4.83E+08,"Phetkasem Road 112, Bridge 3, intersection to Thawi Watthana",Khlong Mahasorn
584,1671,2562,คลองบางจาก,ถ.กาญจนาภิเษกก่อนถึงเดอะมอลบางแค,28.25,7.14,0.56,0.08,10.42,53.58,11.00,4.82,2.00,0.19,1.24,0.73,1.34E+10,"Kanchanaphisek Rd., before reaching The Mall Bang Khae",Khlong Bang Chak
585,1672,2562,คลองบางจาก,ถ.พุทธมณฑลสาย2 บ่อสูบน้ำคลองบางจาก,28.25,7.18,1.71,0.02,6.67,46.92,5.83,4.48,1.54,0.19,1.26,0.83,1.09E+10,Phutthamonthon Sai 2 Rd. Bang Chak Canal Pumping Well,Khlong Bang Chak
586,1681,2562,คลองบางไผ่,ถ.เลียบคลองทวีวัฒนาสุดเขต สน.ค้างพลู,28.25,7.17,1.69,0.28,9.75,52.67,7.92,5.40,2.04,0.06,1.33,1.02,1.03E+08,"Liab Khlong Thawi Watthana Sudket Road, Khang Phlu Police Station",Khlong Bang Phai
587,1682,2562,คลองบางไผ่,ถ.พุทธมณฑลสาย2 สะพานข้าม ค.บางไผ่,28.25,7.21,2.23,0.04,7.08,44.17,8.92,4.29,1.63,0.09,1.38,0.57,1.74E+08,"Phutthamonthon Sai 2 Road, Crossing Bridge, Bang Phai Subdistrict",Khlong Bang Phai
588,1691,2562,คลองสามวา,หทัยราษฎร์,29.50,7.19,2.40,0.00,5.92,43.50,33.33,7.46,3.37,0.14,1.63,0.83,5.07E+06,Hathairat,Khlong Sam Wa
589,1692,2562,คลองสามวา,สุเหร่าคลองสามวา,29.50,7.27,2.62,0.00,6.17,48.67,40.17,6.78,3.16,0.13,1.65,0.78,1.56E+07,Khlong Sam Wa Mosque,Khlong Sam Wa
590,1701,2562,คลองพลับพลา,สถานีสูบน้ำคลองพลับพลา,29.58,7.18,1.24,0.06,11.25,64.58,11.50,10.64,5.72,0.11,1.73,0.79,6.02E+08,Khlong Phlapphla Pumping Station,Khlong Phlapphla
591,1702,2562,คลองพลับพลา,ประตูคลีนิคศูนย์แพทย์พัฒนา ถ.ประดิษฐ์มนูธรรม,29.59,7.14,0.91,0.03,10.50,60.08,13.75,11.86,6.48,0.05,1.73,0.80,1.86E+08,Pattana Medical Center clinic door Praditmanutham Rd.,Khlong Phlapphla
592,1703,2562,คลองพลับพลา,หน้าลานจอดรถคลีนิคศูนย์แพทย์พัฒนา ถ.ประดิษฐ์มนูธรรม,29.59,7.15,0.78,0.04,10.08,56.42,12.33,10.09,6.88,0.09,1.63,1.25,1.53E+08,"In front of the clinic parking lot, Phatthana Medical Center Praditmanutham Rd.",Khlong Phlapphla
593,1704,2562,คลองพลับพลา,หลังหมู่บ้านพลับพลา ฝั่ง สน.วังทองหลาง,29.57,7.18,2.18,0.03,10.92,57.08,11.33,10.75,6.28,0.04,1.55,1.09,4.95E+07,"Behind Phlapphla Village, side of Wang Thonglang Police Station.",Khlong Phlapphla
594,1705,2562,คลองพลับพลา,ลำธารคลองพลับพลา หลัง สน.วังทองหลาง,29.57,7.18,1.84,0.06,12.50,64.17,19.00,11.44,7.43,0.12,1.34,1.23,4.54E+08,"Khlong Phlapphla Stream, behind Wang Thonglang Police Station",Khlong Phlapphla
595,1711,2562,คลองพลับพลา,หลังป้อมตำรวจ ตรงข้ามคลีนิคศูนย์แพทย์พัฒนา,29.58,7.20,1.09,0.07,11.58,63.92,10.33,10.26,6.23,0.11,1.63,1.06,1.68E+08,Behind the police station Opposite the Phatthana Medical Center Clinic,Khlong Phlapphla
596,1721,2562,คลองต้นสน,ซอยต้นสน หน้าโรงเรียนนานาชาติมัลเบอรี่ส์,29.75,7.25,0.61,0.09,25.00,78.25,26.50,21.98,14.11,0.27,5.28,2.58,6.05E+13,"Soi Tonson, in front of Mulberry International School",Khlong Tonson
597,1722,2562,คลองต้นสน,ซอยต้นสน หน้าสถานฑูตเนเธอร์แลนด์,29.75,7.28,1.36,0.66,26.67,93.92,38.42,21.27,14.10,0.15,3.54,2.42,1.02E+15,"Soi Tonson, in front of the Netherlands Embassy",Khlong Tonson
598,1731,2562,คลองสมคิด,ซอยสมคิด หน้าลานจอดรถซัลทรัลชิดลม,29.75,7.15,0.00,1.03,84.50,170.67,63.42,32.28,23.33,0.03,3.49,2.74,5.37E+15,"Soi Somkid, in front of Central Chidlom parking lot",Khlong Somkid
599,1732,2562,คลองสมคิด,ซอยสมคิด ก่อนโรงแรมปาร์คนายเลิศ,29.75,7.23,0.01,0.17,33.58,92.00,23.17,18.34,13.30,0.00,2.03,2.06,2.51E+15,"Soi Somkid, before Nai Lert Park Hotel",Khlong Somkid
600,1741,2562,คลองสี่,ถนนสุวินทวงศ์(เลย)บริษัทแสงสหมิตรสตีล จำกัด,29.00,7.33,3.35,0.00,7.25,52.50,48.75,4.90,1.61,0.27,1.97,0.52,1.19E+06,Suwinthawong Road (Loei) Saeng Sahamit Steel Company Limited,Khlong Si
601,1751,2562,คลองลำต้นไทร,ถนนสุวินทวงศ์ ก่อน กฟผ.สุวินทวงศ์,29.00,7.28,1.39,0.29,16.08,74.17,26.33,14.84,8.74,0.16,2.65,3.53,3.85E+06,"Suwinthawong Road, before EGAT Suwinthawong",Khlong Thom Sai
602,1761,2562,คลองบางมด,พระราม 2 (วัดยายร่ม),29.00,6.94,2.58,0.00,7.67,47.75,16.58,5.76,2.48,0.18,1.53,0.95,1.31E+07,Rama 2 (Wat Yai Rom),Khlong Bang Mot
603,1762,2562,คลองบางมด,ซอยพุทธบูชา 24,29.00,6.93,3.38,0.00,6.33,55.50,16.75,5.06,2.33,0.28,2.03,1.00,7.16E+06,Soi Phutthabucha 24,Khlong Bang Mot
604,1763,2562,คลองบางมด,วัดพุทธบูชา,29.00,7.04,2.47,0.00,5.75,54.08,18.67,5.08,1.86,0.17,1.97,1.04,1.52E+06,Buddhabucha Temple,Khlong Bang Mot
605,1764,2562,คลองบางมด,ถนนเลียบวงแหวน,29.00,7.07,3.20,0.00,6.58,59.42,19.17,5.80,2.64,0.22,1.85,0.78,4.78E+06,ring road,Khlong Bang Mot
606,12,2563,คลองคูเมืองเดิม,ปตร.ราชินี,29.5,7.1,2.8,0.0,7.2,67.4,17.3,3.9,1.2,0.4,3.6,0.4,9.17E+13,Her Royal Highness Princess Maha Chakri Sirindhorn,Khlong Khu Mueang Derm
607,13,2563,คลองคูเมืองเดิม,หน้ากรมที่ดิน,29.5,7.1,3.2,0.0,7.1,65.8,19.7,3.0,0.9,0.3,3.3,0.4,9.17E+14,Department of Lands page,Khlong Khu Mueang Derm
608,14,2563,คลองคูเมืองเดิม,อนุสาวรีย์แม่ธรณีมวยผม สนามหลวง,29.7,7.1,3.5,0.0,6.3,77.0,35.3,2.7,0.1,0.3,3.6,0.4,3.83E+14,"Mother Earth Muay Hair Monument, Sanam Luang",Khlong Khu Mueang Derm
609,15,2563,คลองคูเมืองเดิม,ปตร. พระปิ่นเกล้า,29.5,7.1,3.8,0.0,6.2,76.5,34.5,2.3,0.2,0.3,3.7,0.4,9.17E+13,Phra Pinklao Police Station,Khlong Khu Mueang Derm
610,16,2563,คลองคูเมืองเดิม,สะพานหน้ากระทรวงมหาดไทย,29.7,7.1,3.3,0.0,6.7,75.7,27.6,2.6,0.5,0.3,3.5,0.4,9.17E+13,Bridge in front of the Ministry of Interior,Khlong Khu Mueang Derm
611,21,2563,คลองหลอดวัดราชนัดดา,หลัง  กทม. 1,29.4,7.1,1.4,0.2,9.6,75.9,17.9,4.2,1.8,0.3,2.9,0.6,2.05E+13,Behind Bangkok 1,Khlong Lod Wat Ratchanatda
612,31,2563,คลองหลอดวัดราชบพิธ,ถนนตีทอง,29.7,7.1,3.2,0.0,6.7,75.1,29.4,3.0,0.4,0.3,4.0,0.4,7.75E+12,Thi Thong Road,Khlong Lod Wat Ratchabophit
613,41,2563,คลองรอบกรุง,สะพานผ่านฟ้า,29.1,7.1,1.9,0.1,8.4,67.2,23.3,4.5,1.9,0.3,3.2,0.5,7.77E+12,Phan Fa Bridge,Khlong Rob Krung
614,42,2563,คลองรอบกรุง,หลังตลาดนานา,29.7,7.2,3.2,0.0,7.4,71.0,24.2,3.9,1.3,0.3,3.1,0.6,4.23E+12,Behind Nana Market,Khlong Rob Krung
615,43,2563,คลองรอบกรุง,ปตร. บางลำภู,29.7,7.1,3.6,0.0,6.6,70.3,29.2,3.8,1.2,0.4,3.3,0.5,1.95E+12,Bang Lamphu Police Station,Khlong Rob Krung
616,51,2563,คลองรอบกรุง,ปตร. โอ่งอ่าง,29.5,7.1,3.0,0.0,6.8,78.3,43.0,2.7,0.3,0.4,3.6,0.4,1.67E+12,Police Station Ong Ang,Khlong Rob Krung
617,52,2563,คลองรอบกรุง,สะพานดำรงสถิต  (ถนนเจริญกรุง),29.5,7.1,2.1,0.0,8.4,77.4,22.8,3.5,1.2,0.4,3.0,0.5,9.46E+11,Damrongsathit Bridge  (Charoen Krung Road),Khlong Rob Krung
618,53,2563,คลองรอบกรุง,สะพานสมมตอมรมารค (ถนนบำรุงเมือง),29.5,7.1,2.0,0.0,7.8,75.1,23.7,3.7,1.2,0.5,3.2,0.5,9.49E+11,Somtom Amonmark Bridge (Bamrung Mueang Road),Khlong Rob Krung
619,61,2563,คลองมหานาค,สะพานดำรัส,29.5,7.2,2.3,0.0,9.2,71.5,42.8,4.5,1.5,0.3,2.8,0.4,1.05E+12,Damrat Bridge,Mahanak Canal
620,62,2563,คลองมหานาค,สะพานเจริญราษฎร์,29.4,7.2,2.3,0.0,9.9,71.0,41.9,4.0,1.6,0.3,2.3,0.7,1.84E+12,Charoen Rat Bridge,Mahanak Canal
621,63,2563,คลองมหานาค,เจริญผล,29.2,7.1,2.2,0.0,9.7,65.7,48.5,4.5,1.9,0.3,2.9,0.8,2.25E+12,flourish,Mahanak Canal
622,72,2563,คลองผดุงกรุงเกษม,สถานีสูบน้ำกรุงเกษม,29.3,7.1,2.3,0.0,7.6,66.5,15.6,4.8,1.8,0.3,3.7,0.7,9.77E+11,Krung Kasem Pumping Station,Khlong Phadung Krung Kasem
623,73,2563,คลองผดุงกรุงเกษม,สถานีรถไฟกรุงเทพ,29.5,7.2,1.2,0.2,9.0,66.8,11.0,6.7,3.7,0.3,1.8,0.7,4.80E+12,Bangkok Railway Station,Khlong Phadung Krung Kasem
624,74,2563,คลองผดุงกรุงเกษม,หน้ากรมวิเทศสหการ,29.5,7.2,3.1,0.0,7.2,69.8,19.6,3.4,0.9,0.4,3.0,0.4,1.05E+12,Department of Mutual Affairs page,Khlong Phadung Krung Kasem
625,75,2563,คลองผดุงกรุงเกษม,ตลาดเทวราช,29.5,7.2,2.4,0.3,8.3,58.4,32.8,4.0,1.3,0.3,2.9,0.4,3.26E+12,Thewarat Market,Khlong Phadung Krung Kasem
626,76,2563,คลองผดุงกรุงเกษม,ปตร. เทเวศน์,29.6,7.1,3.1,0.0,7.4,64.2,37.0,2.1,0.1,0.2,3.8,0.5,9.20E+11,Police Station Thewet,Khlong Phadung Krung Kasem
627,81,2563,คลองสามเสน,ปตร. สามเสน,28.8,7.1,1.8,0.0,7.1,52.9,16.5,5.9,3.2,0.3,2.9,0.7,9.17E+11,Samsen Police Station,Khlong Samsen
628,82,2563,คลองสามเสน,วัดโบสถ์,28.7,7.1,1.6,0.0,9.2,53.8,15.4,6.4,4.3,0.2,2.6,1.9,1.84E+12,Wat Bosat,Khlong Samsen
629,83,2563,คลองสามเสน,อนุสาวรีย์ชัยสมรภูมิ,29.0,7.2,1.0,0.0,10.9,53.5,29.8,7.2,4.6,0.2,2.4,0.9,9.21E+11,Victory Monument,Khlong Samsen
630,85,2563,คลองสามเสน,หลังแฟลตดินแดง,29.0,7.2,1.8,0.0,11.6,54.3,29.3,6.4,4.0,0.2,3.3,0.8,9.17E+11,behind Din Daeng flats,Khlong Samsen
631,90,2563,คลองแสนแสบ,ตลาดหนองจอก,29.8,7.1,4.8,0.0,9.9,52.8,52.3,7.0,3.0,0.3,2.7,0.7,9.17E+11,Nong Chok Market,Khlong Saen Saep
632,91,2563,คลองแสนแสบ,ถนนอโศกดินแดง,29.2,7.2,2.6,0.0,12.8,65.3,54.3,7.8,4.0,0.3,2.6,0.7,9.17E+11,Asoke Din Daeng Road,Khlong Saen Saep
633,92,2563,คลองแสนแสบ,ปตร.แสนแสบ (ถ.เพชรบุรี ซ.ประสานมิตร),29.0,7.3,2.3,0.0,11.8,58.5,49.7,9.2,5.2,0.2,3.2,1.1,9.17E+11,"Saen Saep Police Station (Phetchaburi Road, Soi Prasarnmit)",Khlong Saen Saep
